crop,temperature,humidity,rainfall,wind_speed,pressure,cloud_cover,soil_pH,nitrogen,phosphorus,potassium,organic_matter,season,month,success
Rice,27.7,78.8,10.45,13.6,1012.4,43.4,6.7,2,1,1,2.96,0,7,1
Sugarcane,21.3,38.2,1.87,8.6,1010.5,37.3,6.58,1,0,2,1.47,1,11,1
Sugarcane,19.0,62.5,3.15,5.5,1008.2,57.4,8.27,0,1,2,2.84,2,2,0
Sugarcane,29.0,54.8,3.46,14.0,1015.2,63.3,6.41,2,0,2,1.34,0,12,1
Pulses,18.0,52.3,2.53,3.2,1013.7,20.7,9.02,0,1,0,1.23,1,6,0
Maize,25.2,80.5,7.13,5.5,1011.6,73.6,6.04,0,0,2,1.65,2,1,1
Groundnut,16.0,68.1,4.68,10.8,1012.0,70.3,6.5,1,1,0,1.53,0,5,1
Groundnut,24.6,60.9,5.71,9.7,1011.0,63.9,7.15,0,1,2,1.68,0,2,1
Sugarcane,27.5,66.8,3.53,12.3,1021.1,40.8,6.45,0,0,2,1.51,2,12,0
Jowar,26.4,64.7,3.14,2.2,1012.5,78.2,7.93,0,2,1,1.08,1,12,0
Cotton,34.5,50.0,3.83,9.3,1022.6,82.6,7.74,0,1,0,2.4,0,11,1
Cotton,25.9,59.6,1.33,4.6,1015.2,69.5,7.91,2,2,1,2.34,1,1,1
Sugarcane,26.2,42.7,2.77,7.7,1019.3,26.8,7.77,2,2,0,1.61,2,5,1
Sugarcane,27.7,62.5,2.94,4.5,1013.5,12.2,7.13,2,2,0,2.72,0,4,0
Cotton,22.0,52.9,2.66,13.6,1004.3,32.4,6.61,1,1,0,2.4,2,9,0
Cotton,31.7,56.5,0.0,5.9,1010.4,18.4,7.24,0,1,1,2.9,2,4,1
Pulses,24.0,48.6,3.03,6.0,1009.0,6.0,6.66,2,1,2,2.99,0,6,0
Groundnut,25.4,64.2,2.61,11.6,1015.7,41.8,6.81,1,2,0,0.76,2,5,0
Wheat,29.3,60.1,3.17,4.0,1022.9,53.3,6.57,2,2,2,1.52,0,2,0
Cotton,26.4,69.8,6.0,10.1,1008.4,30.6,7.05,1,1,0,2.52,0,5,0
Pulses,18.3,44.4,1.23,11.8,1000.9,18.9,7.28,2,0,2,1.25,1,4,1
Groundnut,23.1,80.3,2.4,9.8,1024.8,13.7,6.78,2,0,2,1.58,2,10,1
Sugarcane,26.1,34.5,4.94,13.7,1015.7,8.0,7.76,2,2,2,0.66,2,3,1
Soybean,30.7,51.2,1.76,3.8,1013.2,15.9,7.77,2,0,2,2.93,1,9,1
Groundnut,26.0,67.8,4.31,2.8,1003.2,60.6,7.81,0,2,2,1.64,2,5,1
Maize,27.5,81.6,6.52,10.9,1020.4,68.3,6.06,2,0,0,2.71,1,8,1
Jowar,33.4,57.7,7.44,14.9,1014.0,90.0,7.96,0,1,0,2.83,0,7,0
Bajra,26.8,40.9,2.96,9.5,1006.9,17.7,9.1,2,0,1,1.07,2,6,0
Sugarcane,22.0,59.1,2.31,5.3,1018.0,24.3,7.04,1,0,2,1.08,1,7,1
Cotton,27.9,59.2,0.0,5.7,1017.3,97.4,7.96,2,1,0,2.08,2,8,1
Groundnut,22.7,68.5,3.69,6.0,1014.5,50.7,7.19,0,2,1,0.97,1,1,1
Jowar,21.9,89.4,3.16,7.8,1011.8,51.6,7.11,0,1,1,1.83,2,1,1
Pulses,32.5,58.6,1.2,13.6,1009.9,46.5,6.08,1,1,1,1.6,0,11,1
Sugarcane,30.9,54.8,1.23,12.6,1015.8,11.9,6.97,1,1,1,2.93,0,8,0
Pulses,27.8,89.5,0.02,7.9,1010.3,81.8,5.46,1,2,0,1.3,0,2,0
Soybean,22.2,50.9,0.0,10.0,1017.4,95.4,5.73,0,0,0,0.82,2,5,1
Cotton,20.9,54.1,2.79,2.8,1014.1,48.5,6.9,0,1,1,2.65,0,6,0
Bajra,21.0,50.8,0.0,8.7,1004.7,16.1,7.22,0,2,0,1.78,0,2,0
Wheat,20.2,47.8,2.11,11.6,1013.8,75.0,6.65,2,0,0,1.53,2,10,1
Soybean,24.1,46.8,3.01,3.2,1009.4,63.0,7.56,2,1,2,0.55,1,6,1
Jowar,25.8,64.0,2.85,4.6,1018.5,46.0,6.35,2,0,0,2.42,0,9,1
Cotton,27.6,62.6,4.21,10.1,1013.6,37.4,6.51,1,1,1,1.2,1,3,1
Sugarcane,23.4,63.7,2.56,5.4,1004.9,35.1,7.65,1,0,2,2.55,0,3,0
Sugarcane,27.1,82.3,0.0,8.3,1012.2,53.2,7.02,2,2,2,0.79,2,11,0
Pulses,27.6,52.8,3.64,2.2,1016.9,29.8,6.96,0,0,0,0.61,1,10,1
Soybean,18.6,67.4,3.81,6.3,1008.6,93.5,6.07,1,2,0,2.51,0,9,1
Cotton,28.5,53.6,4.14,12.9,1021.5,80.9,6.98,1,1,2,2.83,2,4,1
Rice,29.6,74.5,6.93,12.4,1017.9,80.8,6.68,0,1,2,2.16,2,10,1
Sugarcane,21.4,42.4,3.03,14.1,1018.0,80.6,7.34,1,2,2,0.68,2,12,1
Jowar,24.5,51.0,0.0,4.6,1009.9,31.5,6.83,2,1,1,2.72,1,6,1
Maize,28.9,53.4,3.3,14.5,1006.8,76.4,6.28,1,2,2,2.11,0,7,1
Bajra,30.6,44.1,0.0,6.4,1007.4,92.8,7.1,2,1,1,1.51,1,12,1
Pulses,23.2,50.2,3.61,9.9,1016.5,90.9,5.49,0,1,1,2.48,0,7,1
Soybean,24.3,65.9,1.98,14.2,1019.6,48.7,6.96,2,0,0,0.51,2,10,0
Jowar,27.7,48.3,5.57,12.1,1003.0,88.4,8.14,0,0,1,1.29,2,5,1
Cotton,28.2,62.7,0.04,3.2,1021.3,41.2,7.28,0,1,2,1.59,1,8,1
Maize,26.6,72.4,2.93,11.7,1016.7,57.0,6.53,1,0,1,0.51,2,10,1
Rice,28.5,70.5,5.66,4.5,1016.2,61.2,5.95,0,1,0,2.09,1,5,1
Cotton,31.6,66.5,4.56,13.9,1019.8,87.1,6.36,2,2,0,0.89,1,12,1
Cotton,25.1,68.4,4.8,13.0,1016.8,21.2,8.4,2,1,0,1.37,1,5,1
Bajra,32.1,56.6,1.27,11.3,1012.4,93.0,7.22,1,0,0,2.8,2,11,1
Rice,29.6,71.0,14.26,11.8,1016.1,93.8,5.36,0,1,0,0.55,0,10,1
Pulses,32.1,49.1,3.75,13.7,1007.5,80.6,6.85,2,2,2,1.55,0,10,0
Groundnut,18.5,51.9,1.0,8.9,1009.7,50.8,7.82,2,2,2,0.77,2,10,1
Soybean,30.4,52.1,3.93,3.3,1012.0,43.2,5.94,0,2,2,2.6,2,2,0
Sugarcane,38.1,46.7,2.71,2.4,1015.5,43.9,6.57,0,1,1,0.57,2,10,0
Rice,26.4,64.6,6.76,2.4,1002.4,62.8,7.11,2,1,1,2.28,1,7,0
Groundnut,30.7,68.9,0.58,9.4,1021.3,37.9,7.54,0,0,1,0.6,0,5,0
Sugarcane,24.1,71.5,2.53,13.2,1008.8,93.9,6.39,0,1,1,1.15,1,10,1
Groundnut,24.4,54.5,1.16,10.3,1007.9,89.3,7.57,2,2,1,2.92,1,8,1
Rice,30.1,64.5,8.88,14.6,1019.1,97.9,6.7,1,0,0,2.1,2,2,0
Groundnut,23.3,76.9,3.35,2.5,1018.8,46.5,7.27,1,1,2,2.8,2,1,0
Bajra,29.5,44.0,0.0,11.5,1020.1,79.2,7.96,2,1,1,1.51,2,7,1
Jowar,34.6,48.1,1.24,7.7,1015.7,91.5,6.62,2,1,1,0.85,2,12,1
Rice,26.0,78.0,9.38,2.9,1012.0,53.1,6.95,1,2,1,2.05,2,5,1
Pulses,23.7,42.0,2.6,8.1,1013.9,75.6,6.51,1,1,2,1.52,2,8,1
Cotton,28.1,54.0,4.14,11.7,1021.7,49.5,7.21,0,2,0,0.75,0,11,1
Soybean,16.1,28.9,9.85,10.4,1014.3,62.7,8.7,1,2,2,1.87,0,11,1
Pulses,17.1,49.8,2.72,4.0,1018.3,5.7,6.58,1,2,1,2.84,1,3,1
Cotton,24.6,49.5,1.77,2.7,1019.4,3.6,7.05,0,2,0,0.9,2,2,0
Wheat,23.3,49.6,2.44,5.3,1014.4,17.8,6.45,0,1,0,2.71,1,10,1
Jowar,25.9,62.5,3.82,14.3,1003.0,50.0,7.05,1,1,1,2.66,1,8,1
Groundnut,17.3,97.0,3.63,10.9,1004.7,77.4,6.57,1,2,1,1.0,2,9,1
Sugarcane,34.2,26.1,7.04,14.1,1016.4,63.2,7.84,0,2,0,2.57,1,10,0
Pulses,26.8,66.7,4.55,11.4,1022.1,63.1,6.3,1,0,2,1.78,1,1,1
Cotton,29.1,57.8,1.51,14.6,1013.4,39.2,7.16,1,1,1,2.63,2,7,1
Jowar,27.7,54.0,2.78,2.5,1013.3,54.0,8.38,2,0,0,0.91,0,7,1
Groundnut,16.7,54.8,3.28,6.3,1012.2,20.1,6.94,0,2,2,1.27,0,12,1
Groundnut,24.6,54.3,6.18,5.2,1013.2,71.1,7.42,0,1,1,1.79,1,11,0
Groundnut,28.6,53.2,3.59,9.4,1009.1,4.0,6.83,1,1,0,1.66,0,4,1
Cotton,28.8,58.0,5.65,13.7,1011.6,8.9,6.33,0,1,1,2.63,1,11,0
Sugarcane,32.4,68.5,0.0,13.6,1013.6,37.2,7.24,2,2,0,2.63,1,3,1
Sugarcane,22.9,89.5,4.29,2.5,1012.2,74.4,8.03,1,1,0,2.98,0,11,1
Cotton,26.5,70.4,0.67,10.9,1011.9,26.7,6.87,1,1,2,0.98,0,1,1
Maize,24.1,74.4,3.23,13.7,1011.8,51.9,6.73,1,1,0,2.54,2,8,1
Bajra,26.8,47.7,3.63,11.7,1009.1,57.0,7.9,2,1,1,2.63,1,8,0
Cotton,25.0,38.1,3.84,5.0,1013.9,13.9,8.25,2,0,2,0.87,1,9,1
Maize,24.9,67.4,4.17,11.4,1008.3,59.5,6.71,0,2,2,1.55,0,10,1
Sugarcane,28.0,56.3,3.14,8.7,1005.9,71.5,6.92,0,0,1,2.69,1,7,1
Rice,28.2,81.3,4.71,12.5,1020.3,19.8,6.43,2,1,1,2.98,0,8,0
Sugarcane,21.4,48.3,3.68,12.8,1015.3,78.2,7.71,1,1,1,0.93,2,2,1
Jowar,31.7,68.5,0.0,4.4,1008.2,92.1,7.16,0,2,0,0.51,2,10,1
Pulses,15.8,82.8,4.83,13.5,1009.3,38.8,7.18,0,0,2,1.15,1,9,1
Pulses,15.7,75.9,0.59,5.6,1015.2,56.3,5.1,0,1,1,1.68,0,6,0
Cotton,29.9,53.0,6.01,13.9,1014.0,18.9,6.46,2,0,2,2.81,2,2,0
Bajra,31.7,45.9,0.34,4.9,1009.2,4.4,7.5,0,1,2,1.25,0,12,1
Wheat,17.2,44.6,5.44,11.0,1019.1,93.1,6.57,1,1,2,1.61,0,12,0
Maize,23.9,74.5,6.24,3.5,1010.6,5.1,6.17,0,2,1,2.23,1,7,1
Groundnut,29.5,89.8,3.58,3.5,1008.4,55.0,7.92,1,0,2,1.2,0,7,0
Maize,25.5,68.9,2.02,2.9,1021.0,26.9,6.52,1,0,0,1.47,2,6,1
Jowar,23.7,57.6,2.19,2.2,1010.9,53.2,7.74,0,0,2,0.55,2,2,1
Sugarcane,31.0,72.3,6.88,8.3,1016.5,56.2,7.31,2,0,1,1.02,1,3,1
Maize,32.7,60.1,4.71,14.3,1015.7,68.7,7.06,0,0,2,2.84,2,3,1
Pulses,36.3,73.2,0.72,4.3,1017.3,43.8,6.8,0,0,0,2.68,0,3,0
Sugarcane,24.3,57.6,4.89,14.3,1011.6,56.1,6.57,0,2,1,1.11,0,2,1
Cotton,27.2,68.6,4.86,4.2,1014.6,84.7,7.86,2,1,2,0.88,0,9,1
Pulses,16.1,70.3,3.11,4.8,1011.4,72.6,6.97,1,2,0,2.17,2,1,1
Rice,28.9,79.4,9.9,9.5,1012.1,13.2,6.6,2,2,1,2.49,2,7,1
Maize,25.4,41.0,3.27,11.4,1014.5,35.7,7.51,0,2,0,1.73,0,7,1
Sugarcane,25.7,62.2,3.55,11.7,1008.2,2.3,5.85,0,2,0,1.69,0,4,1
Maize,29.0,71.5,2.29,6.8,1013.5,48.6,6.2,2,1,1,2.12,0,7,1
Rice,30.0,74.8,7.59,12.5,1014.7,47.8,6.66,1,0,1,1.32,0,5,1
Bajra,30.3,45.0,1.69,3.7,1020.4,39.0,8.31,1,1,2,2.18,0,6,1
Sugarcane,30.1,73.3,2.62,6.7,1018.0,28.3,6.48,2,2,0,2.82,0,8,0
Groundnut,26.9,49.9,0.0,12.3,1008.0,8.1,6.66,2,2,0,2.76,0,11,0
Rice,25.9,65.8,3.82,4.9,1011.1,66.2,7.03,1,0,0,1.14,0,6,0
Pulses,28.2,52.9,2.76,4.7,1009.5,25.7,7.6,0,1,1,0.93,2,1,1
Soybean,29.6,47.5,3.92,8.0,1017.1,13.6,6.13,2,1,2,1.94,2,11,1
Jowar,28.8,53.5,1.0,3.1,1009.3,94.4,7.35,2,0,2,2.75,2,1,0
Bajra,33.1,60.4,0.88,12.5,1018.4,25.9,7.91,2,2,1,2.34,2,3,1
Cotton,26.8,64.8,3.36,3.1,1009.0,37.9,7.22,0,1,2,2.39,1,7,1
Jowar,20.6,83.5,4.58,14.8,1017.8,85.5,7.64,2,0,2,1.32,1,1,1
Rice,23.9,81.2,7.53,11.1,1022.2,4.5,6.94,0,2,1,1.16,1,6,1
Cotton,30.6,40.2,5.02,9.6,1013.8,95.3,7.6,1,1,0,2.88,1,4,0
Sugarcane,21.6,62.2,2.16,13.9,1019.9,42.7,6.25,0,2,1,0.85,1,10,0
Jowar,19.4,67.0,4.82,13.7,1019.1,40.2,6.89,1,1,0,1.61,0,6,1
Cotton,23.4,51.4,0.87,6.4,1025.1,37.4,6.85,1,2,1,1.14,1,3,0
Groundnut,29.9,76.6,6.1,2.5,1015.3,74.1,5.3,1,1,1,1.56,0,1,0
Maize,24.4,57.3,8.62,6.0,1022.8,60.8,6.95,2,0,1,1.3,2,2,1
Maize,25.3,63.4,4.55,4.8,1013.1,46.0,6.21,2,2,0,1.59,0,8,1
Cotton,30.2,58.1,4.99,10.4,1009.0,27.6,7.23,2,2,1,2.13,1,4,1
Maize,20.8,72.1,0.18,9.9,1008.3,18.5,6.1,0,1,2,1.71,1,6,0
Cotton,29.9,52.6,1.69,2.8,1011.5,21.9,7.72,0,1,0,1.17,0,3,1
Rice,29.8,79.2,3.83,2.6,1004.2,36.4,7.1,2,1,1,1.97,0,10,0
Jowar,33.1,56.3,5.45,8.6,1007.6,35.4,6.24,2,1,2,1.31,2,3,1
Maize,28.1,59.2,4.65,13.3,1013.5,95.7,6.35,1,2,2,2.13,1,8,1
Cotton,34.7,58.1,2.79,10.4,1009.1,90.3,7.37,0,0,2,1.87,1,7,1
Sugarcane,26.3,61.3,3.65,7.8,1014.1,28.0,8.41,0,2,2,0.79,1,11,1
Jowar,24.8,73.5,4.86,11.8,1016.8,25.8,7.12,2,0,1,0.61,0,7,1
Cotton,23.3,66.9,1.55,12.2,1011.5,47.9,7.51,0,0,2,1.88,0,1,0
Sugarcane,25.0,16.5,4.33,12.6,1001.5,90.4,8.03,0,2,0,0.71,0,8,1
Groundnut,28.3,46.3,2.89,6.4,1017.0,97.1,6.65,2,0,1,1.11,1,6,1
Wheat,26.6,45.9,2.06,3.3,1008.3,81.5,6.6,2,1,0,2.26,0,4,0
Wheat,8.9,58.8,2.77,5.7,1010.8,76.3,6.98,2,0,2,2.26,0,9,1
Rice,29.3,65.2,4.38,5.6,1008.5,5.1,7.43,2,1,0,1.75,2,9,0
Groundnut,21.8,50.7,3.88,11.8,1013.8,39.2,8.51,1,2,0,1.08,2,5,1
Jowar,33.0,49.5,2.36,13.6,1011.6,20.6,6.77,1,1,1,2.47,0,4,1
Bajra,30.3,35.1,1.7,8.1,1020.7,45.7,6.78,2,2,1,1.26,1,10,1
Cotton,27.3,71.7,0.0,12.4,1013.7,97.3,6.75,1,1,1,1.89,1,10,1
Sugarcane,27.9,57.0,2.53,13.4,1007.5,59.3,5.75,2,1,0,1.48,1,3,1
Rice,24.4,59.2,4.47,4.8,1012.4,63.7,6.58,2,2,0,0.57,1,10,0
Cotton,22.3,71.1,4.95,9.5,1012.8,95.9,7.8,1,2,2,2.81,2,3,0
Cotton,22.2,47.6,5.54,6.0,1008.8,20.1,7.84,1,0,1,2.09,2,12,0
Sugarcane,32.3,51.1,4.73,10.8,1021.3,1.4,6.47,2,1,1,1.49,2,10,1
Pulses,25.1,34.6,3.9,10.3,1012.7,54.2,8.54,2,2,1,2.94,0,1,0
Bajra,38.0,41.7,0.34,11.9,1021.9,32.2,7.4,1,2,0,1.83,1,7,1
Rice,26.6,71.8,8.2,9.0,1004.7,76.6,6.45,0,0,1,0.85,1,3,1
Cotton,26.1,55.5,3.98,9.5,1015.1,82.6,6.94,2,1,1,0.94,1,4,1
Rice,28.0,78.3,9.58,11.5,1012.9,39.7,6.08,1,2,0,0.81,2,1,1
Jowar,27.3,32.9,2.42,2.5,1010.8,34.5,7.66,0,2,2,2.1,2,5,1
Groundnut,21.7,72.3,1.74,6.9,1012.5,70.8,5.93,0,2,2,0.52,0,11,1
Maize,19.3,78.2,3.66,3.3,1009.2,37.3,6.63,0,0,0,0.95,1,12,0
Cotton,28.8,58.3,3.75,13.2,1017.9,97.6,7.44,2,2,0,2.34,0,3,1
Bajra,29.1,34.4,2.35,9.5,1016.7,90.7,8.65,2,0,2,2.64,2,4,0
Cotton,24.0,48.8,5.92,2.2,1012.2,56.3,7.59,2,1,1,1.96,0,1,0
Wheat,22.9,64.5,1.32,12.1,1016.3,61.1,6.84,1,2,1,1.06,2,11,1
Maize,27.3,59.0,9.29,7.7,1026.4,94.7,5.66,1,0,0,1.53,1,8,1
Groundnut,25.3,50.1,2.55,10.8,1013.4,91.1,7.14,0,0,0,2.79,1,11,1
Groundnut,18.2,55.2,0.0,13.4,1011.6,52.7,7.67,0,2,0,2.56,2,12,1
Soybean,24.7,50.4,0.0,5.3,1008.1,63.3,6.29,1,0,2,0.56,1,5,0
Cotton,32.7,54.3,1.5,10.5,1002.4,64.8,6.91,2,2,0,1.85,2,10,1
Maize,26.8,73.7,4.78,6.9,1015.0,38.3,6.48,0,0,1,2.73,1,11,1
Soybean,26.9,60.5,0.24,10.4,1014.0,28.4,6.01,0,2,0,1.53,1,3,1
Sugarcane,18.8,84.3,0.06,10.0,1018.4,13.6,7.91,2,1,0,2.82,2,5,1
Maize,28.4,61.1,3.8,4.1,1013.3,64.4,6.56,0,1,2,1.89,0,12,1
Wheat,25.2,56.5,3.16,12.0,1011.5,33.3,6.86,0,0,0,0.66,2,7,0
Sugarcane,26.3,37.4,3.2,11.5,1020.8,72.7,7.48,1,0,2,1.13,0,5,1
Groundnut,17.5,82.4,0.0,10.0,1011.7,89.4,6.99,2,0,2,1.81,2,3,1
Pulses,17.5,48.5,2.61,7.4,1014.9,98.4,8.08,2,1,1,2.91,2,10,0
Maize,30.8,69.2,6.52,11.6,1013.0,27.3,7.34,0,0,0,2.37,2,11,1
Jowar,26.0,48.1,6.64,8.0,1009.8,90.0,5.64,1,0,1,1.1,2,3,0
Pulses,28.7,71.6,1.97,3.0,1007.7,32.7,6.23,1,1,1,2.35,1,10,1
Pulses,30.7,78.9,4.61,10.6,1006.9,11.7,7.23,0,2,2,2.12,0,7,1
Soybean,31.8,63.3,1.85,2.5,1011.1,41.1,7.59,2,0,0,1.7,2,8,1
Rice,28.8,76.0,7.2,4.9,1014.0,35.5,6.53,2,0,2,2.24,2,12,1
Cotton,26.9,68.7,4.22,5.6,1014.5,15.4,8.2,2,2,2,0.74,0,3,1
Rice,22.8,50.6,6.23,14.2,1015.8,39.2,6.15,0,1,1,2.4,2,12,0
Rice,30.5,57.0,10.19,12.1,1018.2,70.4,6.18,0,1,1,1.27,0,5,0
Groundnut,20.2,54.6,8.07,5.3,1012.1,12.1,7.88,2,1,1,2.97,1,1,0
Rice,28.1,58.5,7.35,7.2,1014.9,74.0,6.8,1,2,0,2.27,2,5,0
Maize,22.2,62.7,6.15,4.9,1004.8,23.0,7.03,0,0,0,2.43,1,10,0
Jowar,24.6,53.6,2.25,12.3,1020.0,61.3,6.76,0,0,1,0.74,0,11,0
Maize,25.6,71.4,5.66,11.0,1011.6,12.0,7.14,0,1,0,0.58,1,8,1
Groundnut,26.7,17.9,1.53,12.7,1010.8,31.5,8.13,1,2,2,0.84,1,4,1
Pulses,28.8,48.6,4.07,3.5,1024.9,73.6,7.09,2,0,2,2.43,2,5,0
Bajra,25.0,42.2,2.58,10.7,1009.8,51.3,7.2,2,2,2,1.68,2,7,0
Soybean,20.4,55.4,1.16,7.2,1013.6,96.4,6.59,2,0,0,1.49,2,2,1
Sugarcane,24.3,80.6,1.4,5.3,1018.9,45.2,7.68,0,0,0,1.62,1,1,0
Soybean,28.2,53.3,4.56,10.3,1015.9,92.4,5.99,2,0,2,0.98,2,11,1
Sugarcane,23.4,70.3,9.17,10.6,1012.6,71.3,7.5,1,0,0,1.69,0,7,1
Rice,28.7,62.3,5.62,15.0,1010.7,29.5,6.22,0,1,1,1.37,2,4,0
Maize,24.9,66.3,1.55,11.8,1010.8,20.0,6.03,0,1,0,1.19,1,5,0
Soybean,20.5,47.5,0.0,8.4,1017.4,20.0,7.16,1,1,2,1.47,2,8,1
Wheat,27.0,55.1,2.09,4.8,1019.1,2.7,6.46,2,0,1,2.6,2,11,0
Pulses,19.2,63.3,3.17,10.5,1015.4,60.3,6.8,2,1,0,1.96,2,1,0
Bajra,34.6,46.4,0.0,2.4,1013.0,50.3,6.89,0,1,1,1.33,0,2,1
Rice,29.9,78.6,12.17,5.0,1018.5,54.2,6.58,0,0,1,1.11,1,8,1
Bajra,25.8,59.7,1.4,2.3,1008.1,42.3,7.87,0,0,2,2.61,2,8,1
Bajra,32.4,40.8,2.39,2.4,1013.0,89.1,8.65,2,2,1,2.82,2,4,0
Pulses,15.0,70.2,0.0,11.8,1003.0,58.1,8.85,2,1,1,2.05,2,6,1
Cotton,28.9,79.4,1.76,6.7,1020.8,71.6,7.0,1,2,2,1.4,1,4,1
Maize,28.9,57.7,6.32,10.8,1008.9,70.0,5.8,1,2,1,0.6,0,12,1
Jowar,25.6,63.8,2.85,12.4,1006.0,9.0,7.48,2,0,1,1.39,2,2,1
Jowar,22.2,53.4,6.65,14.4,1014.0,49.9,7.93,1,0,1,2.89,0,12,1
Wheat,13.1,64.5,0.61,4.6,1023.2,88.9,6.68,1,2,0,1.56,1,8,1
Maize,26.4,75.4,7.63,5.9,1021.0,98.5,6.94,1,0,0,1.74,1,9,1
Sugarcane,23.8,62.2,2.71,10.7,1007.2,5.5,6.94,1,0,1,2.62,0,5,1
Wheat,23.4,68.2,0.0,3.6,1007.1,1.9,6.65,0,1,2,2.7,2,3,1
Bajra,32.7,45.3,1.73,11.8,1012.3,14.1,6.61,1,2,0,1.06,1,3,1
Jowar,29.9,51.0,0.0,9.8,1013.4,46.6,7.88,0,0,1,0.99,2,10,1
Maize,27.2,67.0,4.13,11.1,1006.6,63.3,6.39,0,0,1,2.96,0,10,1
Soybean,15.6,68.6,4.92,10.2,1016.5,37.5,6.08,2,1,0,1.87,0,12,1
Groundnut,29.8,74.4,0.0,14.2,1019.0,65.2,5.97,0,0,1,1.73,2,5,1
Wheat,20.1,62.2,1.64,9.8,1011.6,35.8,7.26,1,0,2,2.13,1,9,1
Maize,26.7,55.2,3.8,14.9,1015.5,42.9,6.79,1,0,0,2.94,0,6,1
Wheat,22.6,49.2,0.0,12.4,1013.2,7.9,6.95,2,2,1,1.2,0,2,1
Groundnut,25.5,45.4,1.11,2.4,1008.4,85.2,6.69,0,1,1,2.98,1,1,1
Sugarcane,24.8,42.0,4.78,4.3,1010.8,48.1,7.55,0,2,1,2.16,1,12,0
Pulses,25.0,69.2,6.01,9.7,1006.8,23.9,7.94,2,1,1,0.67,0,9,1
Cotton,28.5,52.5,2.19,4.6,1019.0,4.9,7.79,0,1,1,1.8,1,12,1
Cotton,29.0,50.7,3.66,2.2,1006.3,63.5,7.5,2,0,1,1.84,2,7,1
Jowar,25.2,72.7,2.09,3.1,1009.8,22.8,7.08,0,0,2,1.62,1,1,0
Groundnut,32.0,33.4,5.33,12.8,1011.5,86.5,7.81,0,2,0,2.61,0,10,1
Bajra,26.1,46.3,1.59,12.7,1010.0,29.6,7.92,2,0,0,1.46,0,7,1
Rice,25.5,70.7,11.81,11.1,1006.0,33.6,6.11,0,2,1,2.38,0,4,1
Groundnut,24.4,83.8,5.81,12.9,1018.3,44.8,8.01,2,0,0,2.75,2,12,0
Groundnut,29.4,50.1,1.21,7.9,1019.9,23.8,7.01,0,0,2,2.51,1,8,1
Sugarcane,28.2,43.1,0.0,9.7,1017.6,21.8,7.73,0,0,1,2.7,2,8,1
Jowar,30.5,62.1,1.95,13.2,1013.3,66.1,6.82,2,2,0,2.0,2,8,1
Cotton,32.0,76.9,3.08,6.6,1020.4,54.0,7.5,0,2,0,2.39,2,7,1
Pulses,26.6,45.4,4.41,14.0,1003.2,38.4,6.89,0,1,1,1.99,2,9,1
Cotton,26.8,73.2,4.53,10.7,1010.2,18.8,7.19,0,0,1,1.04,2,11,1
Groundnut,20.5,68.9,3.62,6.1,1015.9,3.6,6.95,0,1,2,0.59,0,12,1
Groundnut,24.3,41.0,0.0,11.3,1016.9,30.3,6.25,2,0,2,2.33,2,2,1
Pulses,15.4,66.0,0.0,2.3,1014.5,86.4,6.22,2,2,1,0.7,0,6,0
Groundnut,29.9,49.1,2.1,12.7,1015.3,75.0,6.55,0,2,2,2.03,2,12,1
Groundnut,27.7,74.4,3.42,12.5,1011.6,65.5,6.69,2,2,0,2.17,2,5,1
Sugarcane,24.3,77.7,1.85,5.0,1026.4,60.4,6.24,1,0,0,1.95,1,1,1
Jowar,21.6,56.0,1.95,5.0,1005.9,28.6,7.99,1,2,0,1.64,1,3,0
Wheat,23.7,56.2,3.22,9.2,1009.8,13.3,6.93,0,2,1,1.37,2,11,0
Pulses,26.9,52.0,3.86,10.7,1019.3,79.4,6.53,2,0,1,0.92,1,7,1
Soybean,27.4,44.8,0.0,11.6,1012.9,63.3,6.9,2,0,0,2.45,1,9,0
Bajra,29.3,54.3,0.89,14.3,1005.3,20.1,6.98,2,1,1,2.44,2,6,1
Soybean,22.9,58.0,3.07,10.0,1020.8,7.1,8.51,0,0,1,2.48,0,12,0
Sugarcane,29.1,59.7,3.51,13.1,1009.6,30.1,7.34,1,2,2,2.66,2,1,1
Wheat,29.7,49.0,2.67,12.9,1010.4,67.1,7.08,2,2,1,3.0,0,1,0
Groundnut,26.0,73.4,4.83,12.9,1016.0,38.7,7.84,1,1,1,1.97,2,6,0
Bajra,25.8,43.6,0.45,3.4,1014.7,92.4,7.27,2,2,0,2.97,2,2,1
Cotton,30.3,40.1,3.63,12.2,1014.5,46.2,7.57,2,1,0,2.53,0,12,1
Wheat,25.9,57.5,2.16,12.7,1017.8,70.6,6.48,2,0,0,2.97,1,12,0
Rice,24.8,80.6,7.87,2.3,1017.6,13.2,6.78,2,0,1,1.68,0,5,1
Rice,24.2,86.0,7.83,3.8,1011.4,69.9,7.23,2,0,2,0.89,2,5,1
Sugarcane,29.9,51.9,1.98,4.4,1012.6,48.7,8.15,0,1,0,2.51,0,10,1
Pulses,17.1,64.0,7.54,4.1,1017.0,1.2,7.29,1,0,0,2.65,0,7,1
Bajra,34.6,37.5,0.6,10.5,1018.8,73.7,7.24,0,0,1,1.21,1,6,1
Maize,25.5,58.1,3.24,12.8,1013.7,23.7,7.03,1,0,2,1.55,0,5,1
Groundnut,36.7,36.8,2.12,14.2,1012.0,30.8,7.83,1,1,1,2.16,2,5,1
